loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3013,5, Graduate, No,7500000,22800000,16,347,15100000,1200000,16100000,10700000, Rejected
3014,4, Not Graduate, No,2400000,7000000,4,539,2300000,0,9600000,2900000, Rejected
3015,4, Graduate, Yes,2500000,8000000,8,464,4000000,3000000,9000000,3000000, Rejected
3016,4, Graduate, No,7500000,16200000,4,310,10800000,14300000,14900000,5800000, Rejected
3017,3, Not Graduate, No,9300000,36600000,6,431,22000000,14600000,32900000,8800000, Rejected
3018,5, Not Graduate, No,3300000,10000000,12,489,2000000,500000,7200000,2800000, Rejected
3019,4, Not Graduate, Yes,5700000,13900000,12,775,1600000,3100000,15900000,7100000, Approved
3020,4, Not Graduate, No,300000,600000,6,365,-100000,400000,600000,200000, Rejected
3021,2, Not Graduate, Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000, Approved
3022,4, Graduate, Yes,8200000,29600000,10,457,6700000,6700000,21400000,11000000, Rejected
3023,3, Not Graduate, No,5500000,12400000,8,580,800000,900000,19300000,7300000, Approved
3024,4, Not Graduate, No,1800000,7200000,20,496,3000000,1100000,7200000,2000000, Rejected
3025,0, Not Graduate, No,3500000,11400000,16,837,3700000,2100000,10000000,2700000, Approved
3026,4, Not Graduate, Yes,6000000,13200000,6,455,7300000,5900000,16500000,7100000, Rejected
3027,0, Graduate, Yes,2700000,9700000,20,551,1300000,1300000,7100000,1600000, Approved
3028,4, Not Graduate, Yes,5900000,20700000,10,825,11700000,7900000,21000000,8500000, Approved
3029,1, Not Graduate, Yes,2100000,4200000,18,554,3400000,800000,6400000,1500000, Approved
3030,0, Not Graduate, Yes,2000000,5200000,18,400,1900000,1500000,5000000,1500000, Rejected
3031,5, Not Graduate, No,9000000,34300000,10,853,22500000,11900000,32200000,10100000, Approved
3032,1, Not Graduate, Yes,7600000,18800000,14,403,20900000,4700000,24700000,10000000, Rejected
3033,3, Graduate, No,500000,1500000,6,392,1400000,200000,1800000,600000, Rejected
3034,1, Graduate, No,6300000,19000000,20,673,14600000,8100000,16000000,4200000, Approved
3035,0, Graduate, Yes,3100000,7100000,10,498,3800000,1100000,12200000,4300000, Rejected
3036,1, Not Graduate, No,1100000,2600000,6,858,1800000,1900000,2700000,600000, Approved
3037,4, Graduate, Yes,3900000,14300000,20,477,1000000,4600000,9100000,2900000, Rejected
3038,4, Not Graduate, Yes,8700000,28200000,12,548,11800000,9900000,19800000,8500000, Rejected
3039,4, Not Graduate, Yes,6400000,23900000,6,300,16200000,11600000,24900000,7000000, Rejected
3040,2, Graduate, Yes,200000,800000,12,483,100000,200000,600000,300000, Rejected
3041,1, Graduate, No,2400000,5800000,20,384,1700000,2500000,8400000,3100000, Rejected
3042,3, Not Graduate, No,8900000,35200000,10,894,17100000,5600000,27700000,9800000, Approved
3043,3, Not Graduate, No,6100000,14800000,10,492,6700000,3500000,17900000,6100000, Rejected
3044,5, Not Graduate, Yes,7600000,25700000,4,607,12900000,13600000,29100000,4900000, Approved
3045,3, Not Graduate, No,900000,2400000,16,701,700000,0,2000000,400000, Approved
3046,2, Not Graduate, Yes,7100000,19700000,20,890,13900000,3900000,22200000,4000000, Approved
3047,2, Not Graduate, Yes,5000000,14600000,10,808,4400000,3500000,17300000,3100000, Approved
3048,4, Graduate, Yes,2000000,7400000,20,596,600000,2300000,4900000,2500000, Approved
3049,4, Graduate, Yes,2600000,6200000,14,421,2500000,2200000,8900000,3400000, Rejected
3050,2, Graduate, Yes,7000000,14900000,20,495,9900000,8800000,14000000,10200000, Rejected
3051,3, Graduate, No,3900000,9800000,6,604,10900000,7300000,7700000,3300000, Approved
3052,3, Graduate, No,8400000,32600000,4,509,22700000,12600000,32400000,8700000, Approved
3053,0, Graduate, Yes,200000,600000,8,852,500000,0,400000,200000, Approved
3054,2, Not Graduate, Yes,1900000,6700000,16,893,5600000,3600000,6300000,1600000, Approved
3055,2, Not Graduate, Yes,9200000,33000000,14,874,3900000,9700000,31200000,6600000, Approved
3056,3, Not Graduate, Yes,300000,500000,6,386,800000,200000,1200000,100000, Rejected
3057,5, Graduate, No,6300000,18100000,4,590,5400000,10900000,22400000,8600000, Approved
3058,2, Not Graduate, No,6100000,23500000,14,510,9000000,9500000,12400000,3400000, Rejected
3059,3, Graduate, Yes,7800000,25600000,6,523,13600000,7100000,20800000,9200000, Rejected
3060,0, Graduate, Yes,2000000,6700000,8,461,4900000,2200000,7200000,2600000, Rejected
3061,4, Not Graduate, No,1900000,5600000,2,832,2700000,3300000,7100000,2400000, Approved
3062,2, Not Graduate, Yes,3300000,9600000,18,896,9900000,900000,12100000,4900000, Approved
3063,0, Not Graduate, Yes,9500000,26000000,2,732,22500000,15600000,20400000,9300000, Approved
3064,0, Graduate, Yes,3500000,13900000,16,301,10300000,100000,8700000,2700000, Rejected
3065,5, Graduate, No,4400000,15800000,4,701,4100000,6300000,17100000,4100000, Approved
3066,2, Not Graduate, No,2000000,4000000,14,502,4900000,1500000,5400000,1300000, Rejected
3067,3, Not Graduate, No,9200000,19500000,12,742,18300000,9900000,19500000,13700000, Approved
3068,1, Not Graduate, No,2200000,5000000,2,755,1100000,2500000,6700000,3200000, Approved
3069,1, Not Graduate, No,1900000,7100000,2,834,3900000,2300000,5800000,1400000, Approved
3070,5, Graduate, Yes,8700000,18400000,12,394,18800000,3200000,24600000,12000000, Rejected
3071,3, Graduate, Yes,9700000,19700000,4,663,16700000,2200000,36200000,5200000, Approved
3072,3, Graduate, No,9400000,20300000,10,649,19600000,6700000,36100000,10000000, Approved
3073,4, Not Graduate, Yes,8000000,23200000,14,738,10900000,12100000,19900000,5400000, Approved
3074,5, Not Graduate, No,1000000,2000000,4,524,2700000,1800000,2200000,700000, Rejected
3075,5, Not Graduate, No,5300000,14600000,16,855,4200000,1600000,11200000,7400000, Approved
3076,3, Graduate, Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000, Rejected
3077,2, Graduate, Yes,1600000,3800000,12,532,3200000,1400000,5400000,1100000, Rejected
3078,3, Graduate, Yes,3400000,8500000,6,584,4200000,4700000,6800000,3700000, Approved
3079,3, Graduate, No,7800000,28700000,4,447,7200000,9500000,20100000,11300000, Approved
3080,4, Not Graduate, No,7100000,19900000,14,852,4700000,3200000,19700000,7600000, Approved
3081,1, Not Graduate, Yes,6000000,13100000,2,368,9900000,2200000,13700000,4900000, Rejected
3082,3, Not Graduate, Yes,8200000,28900000,10,447,4400000,14700000,29400000,6800000, Rejected
3083,4, Graduate, No,3900000,11400000,20,867,3800000,1100000,13600000,3200000, Approved
3084,5, Not Graduate, Yes,8400000,17600000,12,397,13400000,14500000,24500000,7900000, Rejected
3085,4, Graduate, No,9700000,19400000,20,798,6400000,13700000,20300000,12800000, Approved
3086,1, Not Graduate, Yes,8300000,26300000,20,530,22800000,11000000,33200000,8000000, Rejected
3087,4, Graduate, No,2500000,9900000,16,356,5500000,2600000,6100000,2300000, Rejected
3088,3, Graduate, No,6100000,24000000,18,718,4100000,3400000,16600000,6800000, Approved
3089,3, Not Graduate, No,5000000,13000000,10,459,2900000,3400000,18200000,7200000, Rejected
3090,3, Not Graduate, No,9500000,22200000,8,571,4400000,8600000,24400000,10500000, Approved
3091,2, Graduate, No,5700000,20500000,8,412,5800000,4300000,21200000,4900000, Rejected
3092,1, Graduate, Yes,5000000,12500000,20,604,4100000,100000,12200000,7400000, Approved
3093,4, Not Graduate, Yes,8600000,20600000,16,449,10800000,10600000,28700000,5400000, Rejected
3094,5, Not Graduate, No,1400000,5300000,12,778,1600000,700000,4400000,700000, Approved
3095,3, Graduate, No,5900000,21200000,16,476,11700000,4800000,14800000,7700000, Rejected
3096,4, Graduate, Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000, Approved
3097,3, Graduate, No,7400000,18500000,8,818,10400000,8800000,28000000,8400000, Approved
3098,1, Graduate, Yes,7100000,19300000,16,738,7200000,0,24300000,3600000, Approved
3099,5, Graduate, Yes,5300000,18200000,16,546,14600000,7900000,13400000,4000000, Rejected
3100,2, Not Graduate, No,6600000,14100000,2,471,10800000,11400000,20700000,6000000, Rejected
3101,3, Not Graduate, No,2800000,10600000,4,860,5200000,4700000,6700000,2900000, Approved
3102,1, Not Graduate, Yes,1600000,4400000,4,364,2500000,700000,4300000,2400000, Rejected
3103,0, Graduate, Yes,8500000,25300000,20,557,13000000,5100000,23900000,7100000, Approved
3104,1, Not Graduate, Yes,5200000,20700000,12,612,2200000,2600000,16500000,3200000, Approved
3105,2, Not Graduate, Yes,6400000,19300000,6,414,7200000,1800000,19100000,3900000, Rejected
3106,5, Graduate, No,1300000,2900000,4,372,1700000,100000,2800000,600000, Rejected
3107,0, Graduate, No,5600000,11600000,12,466,15000000,7400000,21800000,7500000, Rejected
3108,3, Graduate, Yes,9000000,19800000,20,348,8600000,9200000,25300000,6000000, Rejected
3109,1, Not Graduate, Yes,7800000,17200000,4,597,3700000,12700000,17400000,8500000, Approved
3110,4, Not Graduate, Yes,4000000,11000000,8,791,500000,4700000,10300000,3000000, Approved
3111,0, Graduate, Yes,700000,1800000,12,400,1500000,1100000,2200000,300000, Rejected
3112,5, Graduate, Yes,7300000,18700000,16,813,6600000,8200000,20000000,5800000, Approved
3113,0, Not Graduate, Yes,5200000,15400000,4,675,15300000,8800000,12800000,2900000, Approved
3114,1, Not Graduate, No,6200000,18200000,18,324,3100000,12000000,19200000,3400000, Rejected
3115,4, Graduate, No,1100000,3600000,8,693,2400000,1300000,3800000,1500000, Approved
3116,1, Not Graduate, Yes,5600000,13700000,8,491,10100000,3700000,18500000,4200000, Rejected
3117,5, Graduate, Yes,3400000,9800000,8,559,3500000,2900000,8300000,2200000, Approved
3118,4, Graduate, No,1500000,4900000,16,392,1800000,1100000,3000000,2000000, Rejected
3119,2, Not Graduate, No,5800000,18600000,18,532,10900000,900000,12300000,6700000, Rejected
3120,4, Not Graduate, No,9800000,29400000,8,592,29100000,16700000,35900000,9000000, Approved
3121,5, Not Graduate, No,8300000,23100000,4,459,5500000,14300000,28400000,5500000, Rejected
3122,4, Graduate, Yes,500000,1200000,4,627,0,500000,1800000,700000, Approved
3123,4, Graduate, No,1900000,6100000,2,462,2100000,3300000,5400000,2500000, Approved
3124,1, Not Graduate, Yes,9700000,24700000,14,600,13600000,14000000,35500000,6700000, Approved
3125,5, Not Graduate, No,1800000,6200000,18,366,3500000,2400000,6300000,1300000, Rejected
3126,0, Graduate, Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000, Rejected
3127,5, Graduate, No,900000,2300000,16,590,1200000,1500000,2100000,900000, Approved
3128,5, Graduate, Yes,8200000,28900000,4,485,16500000,3000000,19400000,6800000, Approved
3129,1, Not Graduate, Yes,500000,1700000,18,617,400000,100000,1400000,500000, Approved
3130,5, Graduate, Yes,1000000,2600000,8,664,900000,1200000,3500000,900000, Approved
3131,3, Not Graduate, No,7100000,27900000,8,583,8900000,7600000,19600000,6300000, Approved
3132,1, Graduate, Yes,200000,400000,18,859,300000,100000,400000,200000, Approved
3133,2, Graduate, No,3100000,7300000,14,504,3200000,0,7200000,1500000, Rejected
3134,4, Graduate, No,700000,2300000,16,688,1500000,300000,1900000,400000, Approved
3135,3, Not Graduate, No,1800000,5700000,2,422,4800000,0,3700000,2300000, Approved
3136,3, Not Graduate, Yes,8400000,27000000,8,746,15000000,8400000,27000000,12500000, Approved
3137,3, Graduate, No,7400000,17500000,20,317,17700000,14000000,27000000,9500000, Rejected
3138,2, Not Graduate, Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000, Approved
3139,1, Graduate, Yes,1700000,6000000,16,754,3900000,1500000,6400000,1800000, Approved
3140,3, Not Graduate, Yes,300000,600000,10,515,300000,200000,1000000,200000, Rejected
3141,1, Graduate, Yes,3800000,8800000,12,670,5200000,4700000,12200000,3800000, Approved
3142,5, Graduate, Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000, Rejected
3143,5, Not Graduate, Yes,3100000,10900000,12,884,6100000,3700000,12300000,4100000, Approved
3144,1, Graduate, Yes,200000,400000,20,882,400000,100000,300000,0, Approved
3145,2, Not Graduate, Yes,8100000,24700000,6,595,5500000,14300000,27300000,6500000, Approved
3146,1, Not Graduate, Yes,8900000,22900000,4,757,8200000,11600000,17800000,7800000, Approved
3147,5, Graduate, Yes,4200000,8500000,4,386,8700000,4600000,10500000,6000000, Rejected
3148,5, Not Graduate, Yes,4100000,11100000,18,756,1700000,3000000,10800000,3000000, Approved
3149,3, Not Graduate, No,8300000,25700000,12,453,24000000,14600000,20400000,5700000, Rejected
3150,3, Not Graduate, No,7500000,25200000,8,316,1000000,800000,18300000,9000000, Rejected
3151,3, Graduate, No,2100000,7700000,6,703,700000,4000000,8200000,1300000, Approved
3152,3, Graduate, No,1400000,3200000,8,753,2200000,2000000,3600000,2000000, Approved
3153,0, Not Graduate, No,6900000,23500000,2,621,7800000,7300000,23100000,9400000, Approved
3154,0, Graduate, Yes,2500000,9100000,10,852,5000000,4700000,7400000,1500000, Approved
3155,3, Not Graduate, Yes,3800000,9400000,12,301,7800000,2800000,14900000,5000000, Rejected
3156,3, Not Graduate, Yes,7700000,29300000,10,359,6800000,6100000,21900000,4200000, Rejected
3157,1, Not Graduate, No,3200000,6600000,16,534,8800000,2600000,6500000,1800000, Rejected
3158,0, Not Graduate, Yes,8600000,20000000,10,704,25400000,10000000,30800000,10300000, Approved
3159,3, Not Graduate, Yes,3800000,13700000,16,662,4800000,400000,12400000,5300000, Approved
3160,3, Graduate, No,8400000,31100000,18,599,20600000,14100000,20500000,8500000, Approved
3161,1, Graduate, No,1600000,5400000,4,319,4200000,2200000,4200000,1600000, Approved
3162,2, Not Graduate, No,7800000,19400000,16,549,18600000,13300000,24100000,6900000, Rejected
3163,1, Graduate, Yes,9400000,21000000,12,443,14100000,2700000,23200000,5600000, Rejected
3164,3, Not Graduate, Yes,9900000,26700000,10,550,22200000,15900000,36800000,6600000, Approved
3165,4, Not Graduate, No,2400000,8000000,18,393,-100000,200000,7600000,3000000, Rejected
3166,2, Graduate, Yes,7500000,15100000,8,488,19800000,0,28500000,6700000, Rejected
3167,5, Graduate, No,3300000,11800000,16,845,6000000,1500000,9200000,2600000, Approved
3168,2, Graduate, No,5500000,19000000,2,382,12500000,1000000,15200000,8100000, Approved
3169,5, Not Graduate, No,2400000,7500000,12,357,2600000,2900000,6100000,1300000, Rejected
3170,1, Not Graduate, Yes,8700000,27500000,16,815,8000000,13400000,23600000,5900000, Approved
3171,1, Not Graduate, No,9600000,26000000,16,368,18500000,16600000,29900000,8400000, Rejected
3172,0, Graduate, No,8400000,19800000,16,674,500000,12200000,27400000,10700000, Approved
3173,5, Not Graduate, No,9200000,23900000,10,335,5800000,15300000,35400000,10700000, Rejected
3174,2, Graduate, Yes,4600000,12600000,2,355,6300000,6900000,14800000,6500000, Rejected
3175,5, Not Graduate, No,7600000,17500000,6,510,9100000,3500000,15700000,9800000, Rejected
3176,4, Graduate, No,8500000,17800000,4,698,6700000,4300000,28600000,8000000, Approved
3177,4, Not Graduate, Yes,3100000,8200000,18,408,2900000,3800000,10800000,3100000, Rejected
3178,3, Graduate, Yes,4900000,13100000,18,401,5700000,4100000,16400000,3600000, Rejected
3179,5, Not Graduate, Yes,5800000,14000000,14,418,3900000,10400000,15100000,6800000, Rejected
3180,0, Not Graduate, No,5700000,21300000,4,697,3000000,6800000,20000000,5500000, Approved
3181,4, Graduate, No,3200000,12200000,14,683,-100000,1100000,7500000,2900000, Rejected
3182,4, Not Graduate, Yes,8000000,31500000,16,763,14900000,8800000,17600000,8900000, Approved
3183,4, Not Graduate, No,5000000,11400000,6,336,1600000,4000000,15500000,2500000, Rejected
3184,2, Not Graduate, Yes,2900000,8300000,10,693,7500000,1900000,9700000,4300000, Approved
3185,2, Not Graduate, No,6400000,23900000,18,745,14800000,4000000,16300000,7000000, Approved
3186,5, Graduate, No,6300000,22500000,18,629,300000,3900000,23100000,8000000, Approved
3187,0, Not Graduate, No,5900000,23300000,16,581,2200000,8100000,14900000,5800000, Approved
3188,1, Graduate, No,8100000,29600000,4,672,8200000,5100000,21100000,5400000, Approved
3189,5, Graduate, Yes,7100000,20100000,4,700,16900000,2900000,15600000,4500000, Approved
3190,1, Not Graduate, No,1400000,4400000,14,787,1600000,1200000,4200000,800000, Approved
3191,3, Graduate, Yes,2300000,8000000,8,300,4200000,3800000,7300000,1200000, Rejected
3192,1, Graduate, No,7400000,16100000,4,655,22000000,12900000,25300000,4300000, Approved
3193,0, Graduate, Yes,5300000,13300000,12,572,4200000,2500000,18000000,7100000, Approved
3194,5, Graduate, Yes,7700000,16400000,2,663,1100000,14800000,15800000,3900000, Approved
3195,0, Not Graduate, No,5000000,10700000,16,726,1600000,1100000,15700000,4800000, Approved
3196,5, Not Graduate, Yes,6000000,12300000,12,680,11400000,5300000,13800000,7300000, Approved
3197,0, Graduate, No,1400000,2700000,2,685,3400000,800000,5400000,1300000, Approved
3198,5, Not Graduate, Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000, Approved
3199,3, Not Graduate, No,5200000,17200000,18,768,9200000,5500000,11700000,3800000, Approved
3200,0, Graduate, No,3100000,11100000,8,504,3500000,4600000,11400000,1800000, Rejected
3201,3, Not Graduate, Yes,8400000,20500000,12,796,22900000,10500000,17600000,11200000, Approved
3202,0, Not Graduate, No,1200000,2900000,18,348,400000,1200000,2900000,600000, Rejected
3203,5, Not Graduate, Yes,4800000,13100000,6,717,8300000,8900000,18300000,2800000, Approved
3204,5, Not Graduate, Yes,9200000,34200000,4,565,500000,13900000,23600000,12300000, Approved
3205,2, Not Graduate, No,5300000,10900000,6,647,14600000,3500000,18700000,3200000, Approved
3206,3, Graduate, No,4700000,10900000,2,626,9200000,2300000,14600000,5200000, Approved
3207,0, Not Graduate, No,6500000,24700000,6,554,2700000,1100000,22700000,9600000, Approved
3208,4, Graduate, Yes,3200000,11500000,20,864,8700000,5000000,12100000,4100000, Approved
3209,4, Graduate, No,4600000,12500000,6,406,10800000,200000,14000000,6800000, Rejected
3210,5, Graduate, No,700000,1800000,10,650,1300000,100000,1500000,300000, Approved
3211,5, Not Graduate, Yes,7600000,16500000,8,534,8900000,10300000,24900000,8300000, Rejected
3212,4, Graduate, No,1200000,2600000,8,872,1600000,2100000,2700000,900000, Approved
3213,2, Graduate, No,5100000,16500000,12,845,12100000,9000000,11400000,5700000, Approved
